Martial
Camille Martin
Harry Martinson
Andrew Marvell
John Masefield
Edgar Lee Masters
Dafydd Llwyd Mathau
Jnos Mattis-Teutsch
Glyn Maxwell
Vladimir Mayakovsky
Karl May
Bernadette Mayer
Ben Mazer
James McAuley
Susan McCaslin
J. D. McClatchy
Michael McClure
John McCrae
Walt McDonald
Dermit McEncroe
Elvis McGonagall
William Topaz McGonagall
Roger McGough
Campbell McGrath
Wendy McGrath
Thomas McGrath
Heather McHugh
Duncan Ban McIntyre
James McIntyre
Claude McKay
Don McKay
Rod McKuen
James McMichael
Ian McMillan
Meera
Narsinh Mehta
Mei Yaochen
Peter Meinke
Ceclia Meireles
Herman Melville
Meng Haoran
George Meredith
Kersti Merilaas
Alda Merini
Stuart Merrill
James Merrill
Thomas Merton
W. S. Merwin
Sarah Messer
Charlotte Mew
Henry Meyer
Ferenc Mez
Gabriela Mistral
Henri Michaux
Michelangelo di Lodovico Buonarroti Simoni
Tadeusz Miciski
Adam Mickiewicz
Veronica Micle
Christopher Middleton
Christopher Middleton
Christopher Middleton
Thomas Middleton
Agnes Miegel
Josephine Miles
Jennifer Militello
Branko Miljkovi
Edna St. Vincent Millay
Alice Duer Miller
Grazyna Miller
Jace Miller
Jane Miller
Joaquin Miller
Leslie Adrienne Miller
Thomas Miller
Vassar Miller
Spike Milligan
Czesaw Miosz
John Milton
Sima Milutinovi Sarajlija
Marijane Minaberri
Robert Minhinnick
Matthew Minicucci
Mir Taqi Mir
Gabriela Mistral
Adrian Mitchell
Silas Weir Mitchell
Stephen Mitchell
Waddie Mitchell
Ndre Mjeda
Stanisaw Modoeniec
Anis Mojgani
Molire
Atukuri Molla
Aja Monet
Harold Monro
Harriet Monroe
John Montague
Charles Montagu
Eugenio Montale
Alexander Montgomerie
Alan Moore
Marianne Moore
Merrill Moore
Thomas Moore
Dom Moraes
Kelly Ana Morey
Edwin Morgan
J. O. Morgan
John Morgan
Lorin Morgan-Richards
Christian Morgenstern
Eduard Mrike
William Morris
Jim Morrison
Jan Andrzej Morsztyn
Zbigniew Morsztyn
Valzhyna Mort
Viggo Mortensen
Moschus
Howard Moss
Andrew Motion
Enrique Moya
Micere Githae Mugo
Erich Mhsam
Edwin Muir
Paul Muldoon
Lale Mldr
Laura Mullen
Anthony Munday
George Murnu
Sheila Murphy
George Murray
Joan Murray
Les Murray
Richard Murphy
Susan Musgrave
Lukijan Muicki
Nikola Musulin
Togara Muzanenhamo
Christopher Mwashinga
Lam Quang My
Vladimir Nabokov
Daniel Naborowski
Cecilia del Nacimiento
gnes Nemes Nagy
Gspr Nagy
Lajos Parti Nagy
Lszl Nagy
Guru Nanak Dev
Nannaya
Philip Nanton
Adam Naruszewicz
Ogden Nash
Thomas Nashe
Imadaddin Nasimi
Momilo Nastasijevi
Natsume Sseki
Gellu Naum
Nedm
John Neal
Henry Neele
Walela Nehanda
John Neihardt
mile Nelligan
Marilyn Nelson
Howard Nemerov
Istvn Pter Nmeth
Condetto Nnkhaly-Camara
Jan Neruda
Pablo Neruda
Net
Henry John Newbolt
John Henry Newman
Aimee Nezhukumatathil
Nguyn Du
B. P. Nichol
Nicholas I of Montenegro
Grace Nichols
Norman Nicholson
Lorine Niedecker
Julian Ursyn Niemcewicz
Friedrich Nietzsche
Millosh Gjergj Nikolla
Nisami
Nishiyama Sin
Moeen Nizami
Petar II Petrovi-Njego
Yamilka Noa
Gbor Ngrdi
Christopher Nolan
Fan S. Noli
Olga Nolla
Harry Northup
Caroline Norton
Cyprian Norwid
Alice Notley
Novalis
Franciszek Nowicki
Alfred Noyes
Oodgeroo Noonuccal
Julia Nyberg
Naomi Shihab Nye
Robert Nye
Niyi Osundare
Dositej Obradovi
Sean O'Brien
D. Michael O'Connor aka Damond Jiniya(Born 1974)
Philip O'Connor
Antoni Edward Odyniec
Ron Offen
Dennis O'Driscoll
Frank O'Hara
Hisashi Okuyama
Porsha Olayiwola
Sharon Olds
Mary Oliver
Charles Olson
Saishu Onoe
Onomacritus
George Oppen
Artur Oppman
Edward Otho Cresap Ord
Zaharije Orfelin
Wadysaw Orkan
Peter Orlovsky
Gregory Orr
Agnieszka Osiecka
Alice Oswald
Ouyang Xiu
Ovid
Wilfred Owen
smet zel
Dorothy Parker
Ruth Padel
Ron Padgett
Padmanbha
Dan Pagis
Grace Paley
Francis Turner Palgrave
Palladas
Michael Palmer
Sima Pandurovi
Sumitranandan Pant
Daniele Pantano
William Williams Pantycelyn
Park Yong-rae
Andrew Park
Dorothy Parker
Amy Parkinson
Thomas Parnell
Nicanor Parra
Henry Parrot
Giovanni Pascoli
mbar Past
Boris Pasternak
Leon Pasternak
Benito Pastoriza Iyodo
Kenneth Patchen
Ravji Patel
Banjo Paterson
Don Paterson
Coventry Patmore
Brian Patten
Lekhnath Paudyal
Paul I
Cesare Pavese
Maria Pawlikowska-Jasnorzewska
Octavio Paz
Thomas Love Peacock
Patrick Pearse
James Larkin Pearson
Allasani Peddana
Charles Pguy
Kathleen Peirce
Gabino Coria Pealoza
Sam Pereira
Lucia Perillo
Persius
Fernando Pessoa
Lenrie Peters
Robert Peters
Pascale Petit
Petrarch
Kata Szidnia Petrczy
Marine Petrossian
Veljko Petrovi
Mirko Petrovi-Njego
Mario Petrucci
Ambrose Philips
Katherine Philips
Savitribai Phule
Pi Rixiu
Tom Pickard
Pindar
Robert Pinsky
Ruth Pitter
Christine de Pizan
Sylvia Plath
William Plomer
Jacek Podsiado
Edgar Allan Poe
Suman Pokhrel
Wincenty Pol
Margaret Steuart Pollard
Edward Pollock
John Pomfret
Marie Ponsot
Vasko Popa
Alexander Pope
Antonio Porchia
Judith Pordon
Peter Porter
Halina Powiatowska
Roma Potiki
Wacaw Potocki
Ezra Pound
Alishetty Prabhakar
Tapan Kumar Pradhan
Adlia Prado
Winthrop Mackworth Praed
Jaishankar Prasad
E. J. Pratt
Petar Preradovi
France Preeren
Jacques Prvert
Richard Price
Robert Priest
F. T. Prince
Matthew Prior
Bryan Procter
Sextus Propertius
Kevin Prufer
J. H. Prynne
Kazimierz Przerwa-Tetmajer
Zenon Przesmycki
Jeremi Przybora
Luigi Pulci
Alexander Pushkin
Nizar Qabbani
Muhammad Tahir ul-Qadri
Sayyid Ahmedullah Qadri
Aref Qazvini
Qu Yuan
Francis Quarles
Salvatore Quasimodo
Jean Racine
Branko Radievi
Leetile Disang Raditladi
Sam Ragan
Shamsur Rahman
Craig Raine
Kathleen Raine
Samina Raja
Milan Raki
Carl Rakosi
Martin Rakovsk
Zsuzsa Rakovszky
Maraea Rakuraku
Sir Walter Raleigh
Tenali Rama
Ayyalaraju Ramabhadrudu
Ramarajabhushanudu
Guru Ram Das
Simn Daro Ramrez
Allan Ramsay
Dudley Randall
Thomas Randolph
John Crowe Ransom
Addepalli Ramamohana Rao
gnes Rapai
Noon Meem Rashid
Stephen Ratcliffe
Dahlia Ravikovitch
Tom Raworth
Herbert Read
Peter Reading
Angela Readman
James Reaney
Malliya Rechana
Peter Redgrove
Beatrice Redpath
Henry Reed
Ishmael Reed
Ennis Rees
James Reeves
Abraham Regelson
Christopher Reid
James Reiss
Mikoaj Rej
Robert Rendall
Pierre Reverdy
Jacobus Revius
Kenneth Rexroth
Sydor Rey
Charles Reznikoff
Raees Warsi
Francisco Granizo Ribadeneira
Anne Rice
Stan Rice
Adrienne Rich
John Richardson
Edgell Rickword
Lola Ridge
Laura Riding
Anne Ridler
James Whitcomb Riley
John Riley
Rainer Maria Rilke
Gopal Prasad Rimal
Arthur Rimbaud
Alberto Ros
Khawar Rizvi
Emma Roberts
Michael Roberts
Edwin Arlington Robinson
Mary Robinson
Peter Robinson
Roland Robinson
Georges Rodenbach
W R Rodgers
Jos Luis Rodrguez Pitt
Theodore Roethke
Samuel Rogers
Rognvald Kali Kolsson
Matthew Rohrer
Gza Rhrig
Radoslav Rochallyi
David Romtvedt
Pierre de Ronsard
Peter Rosegger
Franklin Rosemont
Penelope Rosemont
Michael Rosen
Isaac Rosenberg
Barbara Rosiek
Alan Ross
Christina Rossetti
Dante Gabriel Rossetti
Andrus Ruk
Raymond Roussel
Nicholas Rowe
Samuel Rowlands
Susanna Roxman
Istvan Rozanich
Tadeusz Rewicz
Ljubivoje Rumovi
Friedrich Rckert
Muriel Rukeyser
Zygmunt Rumel
Jall ad-Dn Muhammad Rumi
Paul-Eerik Rummo
Johan Ludvig Runeberg
Nipsey Russell
Lucjan Rydel
Jarosaw Marek Rymkiewicz
Rykan
Nelly Sachs
Umberto Saba
Jaime Sabines
Nelly Sachs
Charles Sackville
Thomas Sackville
Vita Sackville-West
Sad Shrz
Benjamin Alire Senz
Ali Ahmad Said
Mellin de Saint-Gelais
Akim Samar
Sonia Sanchez
Michal anda
Carl Sandburg
Jacopo Sannazaro
Ann Sansom
Aleksa anti
Taneda Santka
Genrikh Sapgir
Sappho
Jaydeep Sarangi
Maciej Kazimierz Sarbiewski
William Saroyan
Siegfried Sassoon
Subagio Sastrowardoyo
Satsvarupa Das Goswami
William Saunders
Richard Savage
Leslie Scalapino
Maurice Scve
Hermann Georg Scheffauer
Georges Schehad
Friedrich Schiller
Arno Schmidt
Dennis Schmitz
Johanna Schouten-Elsenhout
Arthur Schnitzler
Anton Schosser
Philip Schultz
James Schuyler
Delmore Schwartz
Alexander Scott
Alexander Scott
Frederick George Scott
F. R. Scott
Tom Scott
Sir Walter Scott
Gil Scott-Heron
George Bazeley Scurfield
Peter Seaton
Wadysaw Sebya
Johannes Secundus
Sir Charles Sedley
George Seferis
Hugh Seidman
Rebecca Seiferle
Jaroslav Seifert
Lasana M. Sekou
Semonides of Amorgos
Lopold Sdar Senghor
Robert W. Service
Vikram Seth
Anne Sexton
John W. Sexton
Thomas Shadwell
Muhammad Quli Qutb Shah
Riaz Ahmed Gohar Shahi
Parveen Shakir
William Shakespeare
Tupac Shakur
Otep Shamaya
Ahmad Shamlou
Paata Shamugia
Ntozake Shange
Jo Shapcott
Karl Shapiro
Brenda Shaughnessy
Luci Shaw
Percy Bysshe Shelley
William Shenstone
Bhupi Sherchan
Taras Shevchenko
Mustafa Sheykhoghlu
Masaoka Shiki
Hovhannes Shiraz
James Shirley
Avraham Shlonsky
Sir Philip Sidney
Eli Siegel
Robert Siegel
August Silberstein
Jon Silkin
Ron Silliman
Shel Silverstein
Simeon Simev
Charles Simic
Simonides of Ceos
Louis Simpson
Bennie Lee Sinclair
Burns Singer
Marilyn Singer
Ervin inko
Lemn Sissay
Charles Hubert Sisson
Edith Sitwell
Sjn
Egill Skallagrmsson
John Skelton
Sasha Skenderija
Ed Skoog
Jan Stanisaw Skorupski
Pencho Slaveykov
Petko Slaveykov
Kenneth Slessor
Anton Martin Slomek
Antoni Sonimski
Michal Slory
Juliusz Sowacki
Boris Slutsky
Christopher Smart
Hristo Smirnenski
Bruce Smith
Charlotte Smith
Clark Ashton Smith
Margaret Smith
Patti Smith
Stevie Smith
Sydney Goodsir Smith
Tracy K. Smith
William Jay Smith
Tobias Smollett
William De Witt Snodgrass
Gary Snyder
Edith Sdergran
Sgi
David Solway
Marie-Ange Somdah
William Somervile
Sophocles
Charles Sorley
Gary Soto
William Soutar
Caroline Anne Southey
Robert Southey
Robert Southwell
Wole Soyinka
Bernard Spencer
Stephen Spender
Edmund Spenser
Edward Stachura
Leopold Staff
William Stafford
A. E. Stallings
Jon Stallworthy
Harold Standish
Nichita Stnescu
Ann Stanford
Anna Stanisawska
George Starbuck
Andrzej Stasiuk
Statius
Christian Karlson Stead
Stesichorus
Joseph Stefan
Stefan Stefanovi
Gertrude Stein
Eric Stenbock
Mattie Stepanek
George Stepney
Anatol Stern
Gerald Stern
Marinko Stevanovi
C. J. Stevens
Wallace Stevens
Robert Louis Stevenson
Margo Taft Stever
Trumbull Stickney
James Still
Milica Stojadinovi-Srpkinja
Dejan Stojanovi
Donna J. Stone
Ruth Stone
Lisa Gluskin Stonestreet
Edward Storer
Theodor Storm
Alfonsina Storni
Mark Strand
Botho Strau
Joseph Stroud
Jesse Stuart
Jacquie Sturm
Wisawa Szymborska
Su Shi
Su Xiaoxiao
Sir John Suckling
Suleiman the Magnificent
Robert Sullivan
Jovan Sundei
Cemal Sreya
Abhi Subedi
Pingali Surana
Robert Sward
Cole Swensen
Karen Swenson
May Swenson
Marcin wietlicki
Jonathan Swift
Algernon Charles Swinburne
Anna wirszczyska
Joshua Sylvester
Arthur William Symons
John Millington Synge
Wadysaw Syrokomla
Lrinc Szab
Fruzina Szalay
Mikoaj Sp Szarzyski
Arthur Sze
Bertalan Szemere
Gyula Szentessy
George Szirtes
Janusz Szpotaski
Wodzimierz Szymanowicz
Wisawa Szymborska
Szymon Szymonowic
Rabindranath Tagore
Judit Dukai Takch
Bogi Takcs
Taliesin
Meary James Thurairajah Tambimuttu
Maxim Tank
Tao Qian
Jovica Tasevski-Eternijan
Alain Tasso
Torquato Tasso
Allen Tate
James Tate
Emma Tatham
Tracey Tawhiao
Apirana Taylor
Edward Taylor
Emily Taylor
Henry Taylor
Henry S. Taylor
Jane Taylor
Sara Teasdale
Guru Tegh Bahadur
Telesilla
Raipiyel Tennakoon
William Tennant
Alfred
Vahan Terian
Elaine Terranova
Lucy Terry
A. S. J. Tessimond
Neyzen Tevfik
Edward Thomas
Klmn Thaly
Ernest Thayer
John Thelwall
Theocritus
Antony Theodore
Jan Theuninck
Nandi Thimmana
Thiruvalluvar
Dylan Thomas
Edward Thomas
Lorenzo Thomas
R. S. Thomas
John Thompson
John Reuben Thompson
Francis Thompson
James Thomson
James Thomson
Henry David Thoreau
Georg Thurmair
Maria Luise Thurmair
Joseph Thurston
Anthony Thwaite
Tibullus
Chidiock Tichborne
Thomas Tickell
Ludwig Tieck
Tikkana
Gary Tillery
Abdillahi Suldaan Mohammed Timacade
Eugeniusz Tkaczyszyn-Dycki
Nick Toczek
Melvin B. Tolson
Charles Tomlinson
Jean Toomer
Mihly Tompa
lvaro Torres-Caldern
Klmn Tth
Krisztina Tth
Sndor Tth
Cyril Tourneur
Ann Townsend
Thomas Traherne
Georg Trakl
Chrysanthemum Tran
Elizabeth Treadwell
Roland Michel Tremblay
William S. Tribell
Duko Trifunovi
Calvin Trillin
Geeta Tripathee
Suryakant Tripathi
Quincy Troupe
Tnu Trubetsky
Marina Tsvetaeva
Kurt Tucholsky
Charlotte Maria Tucker
Tulsidas
Hovhannes Tumanyan
abdulla Tuqay
George Turberville
Charles Tennyson Turner
Julian Turner
Thomas Tusser
Hone Tuwhare
Julian Tuwim
Jan Twardowski
Chase Twichell
Pontus de Tyard
Fyodor Tyutchev
Tristan Tzara
Kornel Ujejski
Erzsi jvri
Laura Ulewicz
Kavisekhara Dr Umar Alisha
Jeff Unaegbu
Miguel de Unamuno
Giuseppe Ungaretti
Unorthodox Australian Poet
Louis Untermeyer
John Updike
Allen Upward
Amy Uyematsu
Jnos Vajda
Paul Valry
Alfonso Vallejo
Csar Vallejo
Jean-Pierre Vallotton
Valmiki poet harbinger in Sanskrit literature
Cor Van den Heuvel
Mona Van Duyn
Lin Van Hek
Nikola Vaptsarov
Varand
Mahadevi Varma
Dimitris Varos
Henry Vaughan
Thomas Vaux
Meta Vaux Warrick Fuller
Joana Vaz
Vazha-Pshavela
Reetika Vazirani
Ivan Vazov
Attila Vgh
Maffeo Vegio
Vemana
Gavril Stefanovi Venclovi
Helen Vendler
Jacint Verdaguer
Paul Verlaine
Paul Vermeersch
Veturi
Francis Viel-Griffin
Peter Viereck
Gilles Vigneault
Judit Vihar
Jose Garcia Villa
Xavier Villaurrutia
Franois Villon
Virgil
Roemer Visscher
Mihly Csokonai Vitz
Mihailo Vitkovi
Walther von der Vogelweide
Vincent Voiture
Voltaire
Joost van den Vondel
Andrei Voznesensky
Stanko Vraz
Vyasa
Wace
Sidney Wade
John Wain
Diane Wakoski
Derek Walcott
Anne Waldman
Rosmarie Waldrop
Arthur Waley
Alice Walker
Margaret Walker
Edmund Waller
Martin Walser
Robert Walser
Wan Shenzi
Connie Wanek
Wang Wei
Wang Wei
Emily Warn
Sylvia Townsend Warner
Robert Penn Warren
Lewis Warsh
Thomas Warton
Albert Wass
Aleksander Wat
Vernon Watkins
Thomas Watson
Samuel Wagan Watson
George Watsky
Barrett Watten
Isaac Watts
Theodore Watts-Dunton
Tom Wayman
Adam Wayk
Francis Webb
John Webster
Rebecca Wee
Hannah Weiner
Sndor Weres
Wei Yingwu
Wen Yiduo
Marjory Heath Wentworth
Charles Wesley
Gilbert West
Philip Whalen
Franz Werfel
Johan Herman Wessel
Mary Whateley
Phillis Wheatley
Billy Edd Wheeler
E.B. White
Henry Kirke White
James L. White
Walt Whitman
Isabella Whitney
Reed Whittemore
John Greenleaf Whittier
Anna Wickham
Les Wicks
Ulrika Widstrm
John Wieners
Kazimierz Wierzyski
Richard Wilbur
Peter Wild
Jane Wilde
Oscar Wilde
John Wilkinson
William IX
Aeneas Francon Williams
Emmett Williams
Jonathan Williams
Heathcote Williams
Miller Williams
Oscar Williams
Saul Williams
Sherley Anne Williams
Waldo Williams
William Carlos Williams
William Williams Pantycelyn
Clive Wilmer
John Wilmot
Eleanor Wilner
Anne Elizabeth Wilson
Peter Lamborn Wilson
Christian Wiman
David Wingate
Yvor Winters
George Wither
Stanisaw Ignacy Witkiewicz
Stefan Witwicki
Woeser
Rafa Wojaczek
Grayna Wojcieszko
Christa Wolf
Charles Wolfe
Hans Wollschlger
Sholeh Wolpe
Maryla Wolska
George Woodcock
Gregory Woods
Dorothy Wordsworth
William Wordsworth
Philip Stanhope Worsley
Carolyn D. Wright
Charles Wright
David Wright
Franz Wright
James Wright
Jay Wright
Judith Wright
Lady Mary Wroth
Thomas Wyatt
Jzef Wybicki
Elinor Wylie
Hedd Wyn
Edward Alexander Wyon
Stanisaw Wyspiaski
Xenokleides
Xin Qiji
Cali Xuseen Xirsi
Xu Pei
Xu Zhimo
Halima Xudoyberdiyeva
Jkichi Yagi
Leo Yankevich
Peyo Yavorov
Raushan Yazdani
W. B. Yeats
Sergei Yesenin
Yevgeny Yevtushenko
Yi Suhyeong
Lin Yining
Akiko Yosano
Nima Yooshij
Andrew Young
Edward Young
Ian Young
Kevin Young
Marguerite Young
Simpson Charles Younger
A. W. Yrjn
Yuan Mei
Tymon Zaborowski
Adam Zagajewski
Jzef Bohdan Zaleski
Wacaw Micha Zaleski
Esperanza Zambrano
Andrea Zanzotto
Matthew Zapruder
Marya Zaturenska
Kazimiera Zawistowska
Abd al-Wahhab Abu Zayd
Piotr Zbylitowski
Katarzyna Ewa Zdanowicz-Cyganiak
Emil Zegadowicz
Ludwig Zeller
Robert Zend
Benjamin Zephaniah
Hristofor Zhefarovich
Calvin Ziegler
Narcyza michowska
Radovan Zogovi
Mikls Zrnyi
Zuhayr ibn Ab Slm
Louis Zukofsky
Jerzy uawski
Juliusz uawski
Huldrych Zwingli
Eugeniusz ytomirski
